,V1,Covid_infect_unvac,Covid_infect_vac,Covid_infect,Covid_propInfect_unvac,Covid_propInfect_vac,Covid_propInfect,Covid_cumInfect_unvac,Covid_cumInfect_vac,Covid_symptInfect_unvac,Covid_symptInfect_vac,Covid_symptInfect,Covid_propSymptInfect_unvac,Covid_propSymptInfect_vac,Covid_propSymptInfect,NonCovid_symptInfect_unvac,NonCovid_symptInfect_vac,NonCovid_symptInfect,NonCovid_propSymptInfect_unvac,NonCovid_propSymptInfect_vac,NonCovid_propSymptInfect,CoInfect_unvac,CoInfect_vac,Sympt_coInfect_unvac,Sympt_coInfect_vac,NeverInfect_unvac,NeverInfect_vac,Covid_cumSymptInfect_unvac,Covid_cumSymptInfect_vac,Covid_cumSymptInfect,Covid_cumPropSymptInfect_unvac,Covid_cumPropSymptInfect_vac,Covid_cumPropSymptInfect,NonCovid_cumSymptInfect_covidSusc_unvac,NonCovid_cumSymptInfect_covidSusc_vac,NonCovid_cumSymptInfect_unvac,NonCovid_cumSymptInfect_vac,NonCovid_cumSymptInfect,NonCovid_cumPropSymptInfect_unvac,NonCovid_cumPropSymptInfect_vac,NonCovid_cumPropSymptInfect,Covid_cumSymptExpInfect_tested_unvac,Covid_cumSymptExpInfect_tested_vac,Covid_cumSymptExpInfect_tested,Covid_cumPropSymptExpInfect_tested_unvac,Covid_cumPropSymptExpInfect_tested_vac,Covid_cumPropSymptExpInfect_tested,NonCovid_cumSymptInfect_tested_unvac,NonCovid_cumSymptInfect_tested_vac,NonCovid_cumSymptInfect_tested,NonCovid_cumPropSymptInfect_tested_unvac,NonCovid_cumPropSymptInfect_tested_vac,NonCovid_cumPropSymptInfect_tested,EverTested_unvac,EverTested_vac,CumNum_falsePos_unvac,CumNum_falsePos_vac,CumProp_falsePos_unvac,CumProp_falsePos_vac,CumNum_falseNeg_unvac,CumNum_falseNeg_vac,CumProp_falseNeg_unvac,CumProp_falseNeg_vac,CumNum_misclass_unvac,CumNum_misclass_vac,CumProp_misclass_unvac,CumProp_misclass_vac,VE_symptRR,VE_symptOR,VE_symptSuscOR,VE_symptRR_observed,VE_symptOR_observed,Label_veSusc,Label_veInfect,Label_veJoint,t,TestedStarted_bin,Label_testingDiff,VE_symptRR_degUnder_highChange_trueVeff,VE_symptOR_degUnder_highChange_trueVeff,VE_symptRR_degUnder_highChange_targEst,VE_symptOR_degUnder_highChange_targEst,VE_symptRR_degUnder_peak_trueVeff,VE_symptOR_degUnder_peak_trueVeff,VE_symptRR_degUnder_peak_targEst,VE_symptOR_degUnder_peak_targEst,Covid_cumPropSymptInfect_highChange,Covid_cumPropSymptInfect_peak,Covid_cumPropSymptInfect_final,t_highChange,t_peak,t_end,VE_susc,VE_infect,Covid_probTrans,NonCovid_propSympt,Epi_simNum,Seed_num,Avg_numContacts
113149,352,9484,25870,35354,0.37936,0.344933333,0.35354,11515,31206,3580,9769,13349,0.1432,0.130253333,0.13349,3745,11255,15000,0.1498,0.150066667,0.15,1379,3862,518,1464,5238,16841,4912,13226,18138,0.19648,0.176346667,0.18138,8246,26944,12308,38070,50378,0.49232,0.5076,0.50378,922,6111,7033,0.03688,0.08148,0.07033,3468,21362,24830,0.13872,0.284826667,0.2483,4390,27473,147,1062,0.033485194,0.038656135,26,95,0.005922551,0.003457941,173,1157,0.039407745,0.042114076,0.102470141,0.129487982,0.175954066,-1.209327549,-0.076015533,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,highUnequal,1.309327549,0.176015533,1.31179769,0.205503516,1.2017129,0.200657479,1.201829996,0.260544766,0.18138,0.37914,0.57222,49,57,1234,0.1,0.2,0.1,0.15,53,882395311,6.00486
113600,350,8832,23866,32698,0.35328,0.318213333,0.32698,10771,28772,3213,8922,12135,0.12852,0.11896,0.12135,3791,11209,15000,0.15164,0.149453333,0.15,1385,3538,494,1323,5626,18553,4456,12187,16643,0.17824,0.162493333,0.16643,8601,27667,12402,37548,49950,0.49608,0.50064,0.4995,829,5663,6492,0.03316,0.075506667,0.06492,3330,20840,24170,0.1332,0.277866667,0.2417,4159,26503,160,961,0.038470786,0.036260046,21,72,0.005049291,0.002716674,181,1033,0.043520077,0.03897672,0.088345302,0.096648964,0.149765924,-1.277040611,-0.091537222,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,47,TRUE,highUnequal,1.377040611,0.191537222,1.365385913,0.188186186,1.277234149,0.240055067,1.274774263,0.279128491,0.16643,0.36121,0.57236,47,55,121,0.1,0.2,0.1,0.15,54,482698840,6.00522
114056,353,9459,25536,34995,0.37836,0.34048,0.34995,11419,30958,3518,9474,12992,0.14072,0.12632,0.12992,3741,11259,15000,0.14964,0.15012,0.15,1448,3790,510,1403,5135,16717,4775,12978,17753,0.191,0.17304,0.17753,8445,27316,12580,38343,50923,0.5032,0.51124,0.50923,887,6039,6926,0.03548,0.08052,0.06926,3534,21623,25157,0.14136,0.288306667,0.25157,4421,27662,150,1029,0.033928975,0.037199046,20,83,0.004523863,0.003000506,170,1112,0.038452839,0.040199552,0.094031414,0.1082791,0.159733704,-1.269447576,-0.112735661,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,highUnequal,1.369447576,0.212735661,1.36347899,0.221014762,1.355200655,0.30672406,1.353615233,0.361264723,0.17753,0.37544,0.57026,50,58,123,0.1,0.2,0.1,0.15,55,417158253,6.0052
114507,351,8853,24188,33041,0.35412,0.322506667,0.33041,10658,29004,3331,9057,12388,0.13324,0.12076,0.12388,3724,11276,15000,0.14896,0.150346667,0.15,1320,3655,534,1379,5600,18077,4495,12164,16659,0.1798,0.162186667,0.16659,8740,27911,12543,38083,50626,0.50172,0.507773333,0.50626,812,5610,6422,0.03248,0.0748,0.06422,3464,21000,24464,0.13856,0.28,0.24464,4276,26610,133,964,0.031103835,0.036226982,18,68,0.004209542,0.00255543,151,1032,0.035313377,0.038782413,0.097960697,0.108714205,0.152611138,-1.302955665,-0.139634061,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,48,TRUE,highUnequal,1.402955665,0.239634061,1.400916362,0.248348266,1.332179226,0.309692594,1.324407739,0.339988117,0.16659,0.36172,0.57435,48,56,121,0.1,0.2,0.1,0.15,56,771036339,6.00496
114962,353,10190,27372,37562,0.4076,0.36496,0.37562,12453,33492,3976,10555,14531,0.15904,0.140733333,0.14531,3694,11306,15000,0.14776,0.150746667,0.15,1498,4078,576,1585,4762,15768,5455,14532,19987,0.2182,0.19376,0.19987,7779,25736,12108,37564,49672,0.48432,0.500853333,0.49672,1018,6769,7787,0.04072,0.090253333,0.07787,3412,21176,24588,0.13648,0.282346667,0.24588,4430,27945,154,1132,0.03476298,0.040508141,28,78,0.006320542,0.002791197,182,1210,0.041083521,0.043299338,0.112007333,0.141320263,0.194782216,-1.216437459,-0.071375795,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,highUnequal,1.316437459,0.171375795,1.328444792,0.212696058,1.306840916,0.261233017,1.315327013,0.328934369,0.19987,0.37484,0.57387,50,57,121,0.1,0.2,0.1,0.15,57,686058244,6.00532
115418,356,9951,27114,37065,0.39804,0.36152,0.37065,12208,32900,3786,10338,14124,0.15144,0.13784,0.14124,3716,11284,15000,0.14864,0.150453333,0.15,1495,4058,581,1564,4546,15186,5255,14054,19309,0.2102,0.187386667,0.19309,8242,26908,12724,38958,51682,0.50896,0.51944,0.51682,939,6542,7481,0.03756,0.087226667,0.07481,3704,22212,25916,0.14816,0.29616,0.25916,4643,28754,154,1149,0.03316821,0.039959658,25,80,0.00538445,0.002782222,179,1229,0.03855266,0.042741879,0.108531557,0.126517445,0.180821736,-1.322328718,-0.161791677,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,53,TRUE,highUnequal,1.422328718,0.261791677,1.430860276,0.288309121,1.372253071,0.329162055,1.364750639,0.369453693,0.19309,0.36998,0.57402,53,60,130,0.1,0.2,0.1,0.15,58,811230171,6.00458
115866,351,9707,26252,35959,0.38828,0.350026667,0.35959,11802,31931,3701,9905,13606,0.14804,0.132066667,0.13606,3667,11333,15000,0.14668,0.151106667,0.15,1426,3938,545,1462,5235,16894,5078,13623,18701,0.20312,0.18164,0.18701,7960,26168,12043,37221,49264,0.48172,0.49628,0.49264,936,6450,7386,0.03744,0.086,0.07386,3284,20734,24018,0.13136,0.276453333,0.24018,4220,27184,145,1087,0.03436019,0.039986757,23,80,0.005450237,0.002942908,168,1167,0.039810427,0.042929665,0.105750295,0.131986041,0.18393905,-1.297008547,-0.091450188,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,48,TRUE,highUnequal,1.397008547,0.191450188,1.402758842,0.223436229,1.305964585,0.239017394,1.309087594,0.30800877,0.18701,0.38604,0.57437,48,56,128,0.1,0.2,0.1,0.15,59,152730214,6.00512
116320,352,8204,22553,30757,0.32816,0.300706667,0.30757,9837,27033,2966,8108,11074,0.11864,0.108106667,0.11074,3670,11330,15000,0.1468,0.151066667,0.15,1235,3413,432,1220,5842,18676,4034,10990,15024,0.16136,0.146533333,0.15024,9316,29286,12874,39077,51951,0.51496,0.521026667,0.51951,778,5187,5965,0.03112,0.06916,0.05965,3561,21787,25348,0.14244,0.290493333,0.25348,4339,26974,138,955,0.031804563,0.035404464,17,54,0.003917953,0.002001928,155,1009,0.035722517,0.037406391,0.091885639,0.10245943,0.133374986,-1.222365039,-0.08971064,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,highUnequal,1.322365039,0.18971064,1.314250677,0.19217007,1.409511656,0.341430693,1.395016542,0.373933186,0.15024,0.36776,0.5708,49,58,1234,0.1,0.2,0.1,0.15,6,931444731,6.00532
116774,353,9681,26704,36385,0.38724,0.356053333,0.36385,11886,32615,3626,10157,13783,0.14504,0.135426667,0.13783,3694,11306,15000,0.14776,0.150746667,0.15,1425,4022,499,1548,4947,16020,5090,14033,19123,0.2036,0.187106667,0.19123,8163,26359,12327,37957,50284,0.49308,0.506093333,0.50284,933,6656,7589,0.03732,0.088746667,0.07589,3426,21297,24723,0.13704,0.28396,0.24723,4359,27953,132,1144,0.030282175,0.04092584,11,85,0.002523515,0.003040819,143,1229,0.032805689,0.043966658,0.081008513,0.104638824,0.146204996,-1.37799214,-0.147626577,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,highUnequal,1.47799214,0.247626577,1.459000653,0.252265401,1.348166667,0.271601189,1.341031287,0.31757857,0.19123,0.36734,0.57431,50,57,131,0.1,0.2,0.1,0.15,60,811640461,6.00534
117227,353,10007,27265,37272,0.40028,0.363533333,0.37272,12334,33328,3829,10463,14292,0.15316,0.139506667,0.14292,3758,11242,15000,0.15032,0.149893333,0.15,1497,4086,580,1530,4749,15956,5329,14453,19782,0.21316,0.192706667,0.19782,7914,25709,12291,37422,49713,0.49164,0.49896,0.49713,1008,6758,7766,0.04032,0.090106667,0.07766,3556,21140,24696,0.14224,0.281866667,0.24696,4564,27898,174,1174,0.038124452,0.04208187,13,96,0.002848379,0.003441107,187,1270,0.040972831,0.045522977,0.095952962,0.109215797,0.165121756,-1.23478836,-0.127754126,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,highUnequal,1.33478836,0.227754126,1.330741322,0.236969923,1.328594771,0.316263037,1.316454998,0.351167475,0.19782,0.37211,0.57297,50,57,1234,0.1,0.2,0.1,0.15,61,629420880,6.00482
117681,354,10335,27463,37798,0.4134,0.366173333,0.37798,12595,33704,3982,10591,14573,0.15928,0.141213333,0.14573,3767,11233,15000,0.15068,0.149773333,0.15,1544,4130,578,1597,4718,15489,5422,14674,20096,0.21688,0.195653333,0.20096,7687,25797,12221,37750,49971,0.48884,0.503333333,0.49971,999,6833,7832,0.03996,0.091106667,0.07832,3530,21636,25166,0.1412,0.28848,0.25166,4529,28469,158,1113,0.034886288,0.039095156,15,86,0.003311989,0.00302083,173,1199,0.038198278,0.042115986,0.097872864,0.123849346,0.193551425,-1.279946613,-0.115947247,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,51,TRUE,highUnequal,1.379946613,0.215947247,1.377819477,0.239796593,1.284652278,0.244133415,1.286495943,0.30618363,0.20096,0.37606,0.57407,51,58,1234,0.1,0.2,0.1,0.15,62,710944734,6.00496
118132,352,10012,26688,36700,0.40048,0.35584,0.367,12123,32608,3839,10205,14044,0.15356,0.136066667,0.14044,3790,11210,15000,0.1516,0.149466667,0.15,1521,4028,582,1539,5048,16432,5205,13991,19196,0.2082,0.186546667,0.19196,7826,25953,12100,37339,49439,0.484,0.497853333,0.49439,972,6520,7492,0.03888,0.086933333,0.07492,3379,20959,24338,0.13516,0.279453333,0.24338,4351,27479,142,1106,0.032636176,0.040248917,21,79,0.004826477,0.002874923,163,1185,0.037462652,0.04312384,0.104002562,0.128934706,0.189449087,-1.235939643,-0.081431374,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,highUnequal,1.335939643,0.181431374,1.339942205,0.21036608,1.244144144,0.212881109,1.24924234,0.281722706,0.19196,0.36836,0.57233,49,56,146,0.1,0.2,0.1,0.15,63,759534230,6.00466
118588,355,10432,28515,38947,0.41728,0.3802,0.38947,12924,35071,4141,11163,15304,0.16564,0.14884,0.15304,3821,11179,15000,0.15284,0.149053333,0.15,1617,4230,650,1687,4439,14572,5777,15480,21257,0.23108,0.2064,0.21257,7635,25349,12204,37756,49960,0.48816,0.503413333,0.4996,1118,7242,8360,0.04472,0.09656,0.0836,3446,21660,25106,0.13784,0.2888,0.25106,4564,28902,184,1193,0.040315513,0.04127742,29,89,0.006354075,0.003079372,213,1282,0.046669588,0.044356792,0.106802839,0.133866552,0.192919603,-1.15921288,-0.030560607,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,highUnequal,1.25921288,0.130560607,1.266015719,0.164427159,1.24946446,0.197231175,1.252007804,0.251849063,0.21257,0.36488,0.57309,52,58,136,0.1,0.2,0.1,0.15,64,217399331,6.00528
119036,350,8647,23383,32030,0.34588,0.311773333,0.3203,10377,28072,3207,8675,11882,0.12828,0.115666667,0.11882,3735,11265,15000,0.1494,0.1502,0.15,1305,3510,493,1314,5815,18893,4316,11731,16047,0.17264,0.156413333,0.16047,8801,28032,12370,37805,50175,0.4948,0.504066667,0.50175,794,5473,6267,0.03176,0.072973333,0.06267,3403,20999,24402,0.13612,0.279986667,0.24402,4197,26472,130,939,0.030974506,0.035471442,14,57,0.003335716,0.002153218,144,996,0.034310222,0.03762466,0.09399135,0.110647242,0.146641467,-1.297649034,-0.117038859,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,47,TRUE,highUnequal,1.397649034,0.217038859,1.391640384,0.227686101,1.415221004,0.335122169,1.408850284,0.385263074,0.16047,0.37868,0.57273,47,56,119,0.1,0.2,0.1,0.15,65,274275430,6.00498
119495,356,10720,28911,39631,0.4288,0.38548,0.39631,13388,35955,4232,11234,15466,0.16928,0.149786667,0.15466,3780,11220,15000,0.1512,0.1496,0.15,1639,4306,641,1639,4174,13999,5961,15880,21841,0.23844,0.211733333,0.21841,7434,25040,12151,37831,49982,0.48604,0.504413333,0.49982,1153,7488,8641,0.04612,0.09984,0.08641,3579,21733,25312,0.14316,0.289773333,0.25312,4732,29221,175,1234,0.036982249,0.042229903,35,96,0.00739645,0.003285309,210,1330,0.044378698,0.045515212,0.112005816,0.14435114,0.209103582,-1.164787511,-0.069494479,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,53,TRUE,highUnequal,1.264787511,0.169494479,1.276793326,0.213845619,1.221168811,0.206377654,1.212872454,0.249467323,0.21841,0.36936,0.57104,53,59,134,0.1,0.2,0.1,0.15,66,160176069,6.0045
119945,353,9623,25762,35385,0.38492,0.343493333,0.35385,11712,31461,3716,9774,13490,0.14864,0.13032,0.1349,3759,11241,15000,0.15036,0.14988,0.15,1445,3874,522,1476,5024,16484,5083,13454,18537,0.20332,0.179386667,0.18537,8262,27047,12357,38164,50521,0.49428,0.508853333,0.50521,921,6270,7191,0.03684,0.0836,0.07191,3444,21482,24926,0.13776,0.286426667,0.24926,4365,27752,127,1000,0.029095074,0.036033439,16,61,0.003665521,0.00219804,143,1061,0.032760596,0.038231479,0.117712637,0.142980955,0.191467646,-1.26927253,-0.091431141,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,highUnequal,1.36927253,0.191431141,1.386985167,0.234412096,1.281989628,0.234480394,1.285722601,0.297445076,0.18537,0.38275,0.57465,50,58,120,0.1,0.2,0.1,0.15,67,976324104,6.00516
120398,353,10490,27744,38234,0.4196,0.36992,0.38234,12841,34256,4003,10779,14782,0.16012,0.14372,0.14782,3806,11194,15000,0.15224,0.149253333,0.15,1632,4063,613,1585,4583,15611,5545,14994,20539,0.2218,0.19992,0.20539,7573,25126,12050,37083,49133,0.482,0.49444,0.49133,989,7080,8069,0.03956,0.0944,0.08069,3480,21009,24489,0.1392,0.28012,0.24489,4469,28089,142,1161,0.031774446,0.041332906,23,92,0.005146565,0.003275303,165,1253,0.036921011,0.04460821,0.09864743,0.12132526,0.184994466,-1.386248736,-0.185798315,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,highUnequal,1.486248736,0.285798315,1.484896166,0.307123575,1.407116105,0.325603246,1.409190794,0.379215411,0.20539,0.35608,0.57082,50,56,127,0.1,0.2,0.1,0.15,68,102871534,6.0054
120853,355,9672,26132,35804,0.38688,0.348426667,0.35804,11769,31716,3664,9922,13586,0.14656,0.132293333,0.13586,3718,11282,15000,0.14872,0.150426667,0.15,1406,3868,553,1430,4735,15805,5065,13537,18602,0.2026,0.180493333,0.18602,8493,27472,12702,38980,51682,0.50808,0.519733333,0.51682,924,6345,7269,0.03696,0.0846,0.07269,3666,22057,25723,0.14664,0.294093333,0.25723,4590,28402,150,1084,0.032679739,0.038166326,15,84,0.003267974,0.002957538,165,1168,0.035947712,0.041123865,0.10911484,0.129090049,0.173745523,-1.288961039,-0.141315388,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,highUnequal,1.388961039,0.241315388,1.398075879,0.270405437,1.368489852,0.314932502,1.374198386,0.372373543,0.18602,0.35978,0.57154,52,59,130,0.1,0.2,0.1,0.15,69,500079743,6.00472
121306,355,9641,26005,35646,0.38564,0.346733333,0.35646,11646,31338,3672,9783,13455,0.14688,0.13044,0.13455,3783,11217,15000,0.15132,0.14956,0.15,1467,3917,539,1475,4895,15948,4993,13246,18239,0.19972,0.176613333,0.18239,8455,27708,12632,39103,51735,0.50528,0.521373333,0.51735,926,6072,6998,0.03704,0.08096,0.06998,3585,22300,25885,0.1434,0.297333333,0.25885,4511,28372,143,1022,0.031700288,0.03602143,22,74,0.004876967,0.002608205,165,1096,0.036577256,0.038629635,0.115695307,0.142991314,0.190472479,-1.18574514,-0.054156457,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,highUnequal,1.28574514,0.154156457,1.301440447,0.197147771,1.244717076,0.212336115,1.261455655,0.292045533,0.18239,0.35527,0.57209,52,59,1234,0.1,0.2,0.1,0.15,7,546390547,6.00544
121755,351,9841,26204,36045,0.39364,0.349386667,0.36045,11926,31723,3728,9905,13633,0.14912,0.132066667,0.13633,3684,11316,15000,0.14736,0.15088,0.15,1513,3983,542,1488,5174,16925,5113,13522,18635,0.20452,0.180293333,0.18635,7898,26344,12005,37345,49350,0.4802,0.497933333,0.4935,986,6278,7264,0.03944,0.083706667,0.07264,3300,20802,24102,0.132,0.27736,0.24102,4286,27080,140,1064,0.032664489,0.03929099,22,66,0.005132991,0.002437223,162,1130,0.03779748,0.041728213,0.118456223,0.149851409,0.20713262,-1.122379986,-0.010074121,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,48,TRUE,highUnequal,1.222379986,0.110074121,1.240836209,0.15992553,1.286930091,0.219157039,1.300920606,0.301038976,0.18635,0.35995,0.57245,48,55,1234,0.1,0.2,0.1,0.15,70,175749683,6.0046
122212,355,10233,27682,37915,0.40932,0.369093333,0.37915,12559,33928,3939,10573,14512,0.15756,0.140973333,0.14512,3841,11159,15000,0.15364,0.148786667,0.15,1575,4060,597,1547,4478,15203,5441,14627,20068,0.21764,0.195026667,0.20068,7962,25860,12491,38046,50537,0.49964,0.50728,0.50537,1005,6804,7809,0.0402,0.09072,0.07809,3533,21705,25238,0.14132,0.2894,0.25238,4538,28509,160,1166,0.035257823,0.040899365,23,82,0.005068312,0.002876285,183,1248,0.040326135,0.04377565,0.103902469,0.117398339,0.172305273,-1.256716418,-0.102001258,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,highUnequal,1.356716418,0.202001258,1.360618887,0.219399598,1.372456576,0.313083619,1.367989627,0.352197235,0.20068,0.37769,0.57326,52,59,128,0.1,0.2,0.1,0.15,71,470593234,6.00464
122665,355,9242,25525,34767,0.36968,0.340333333,0.34767,11304,30930,3501,9618,13119,0.14004,0.12824,0.13119,3795,11205,15000,0.1518,0.1494,0.15,1398,3809,533,1420,5015,16218,4887,13135,18022,0.19548,0.175133333,0.18022,8679,27844,12740,39205,51945,0.5096,0.522733333,0.51945,879,6124,7003,0.03516,0.081653333,0.07003,3560,22222,25782,0.1424,0.296293333,0.25782,4439,28346,137,1041,0.030862807,0.036724758,26,68,0.005857175,0.002398928,163,1109,0.036719982,0.039123686,0.104085669,0.126594931,0.162228077,-1.322335988,-0.116125837,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,highUnequal,1.422335988,0.216125837,1.426421657,0.242720768,1.356181998,0.279264938,1.359833583,0.343727699,0.18022,0.3775,0.57319,52,60,135,0.1,0.2,0.1,0.15,72,405767208,6.00518
123113,350,10267,27674,37941,0.41068,0.368986667,0.37941,12570,33827,3978,10749,14727,0.15912,0.14332,0.14727,3766,11234,15000,0.15064,0.149786667,0.15,1556,4258,601,1663,4905,16507,5505,14748,20253,0.2202,0.19664,0.20253,7522,24659,11757,36141,47898,0.47028,0.48188,0.47898,1008,6869,7877,0.04032,0.091586667,0.07877,3266,20098,23364,0.13064,0.267973333,0.23364,4274,26967,156,1123,0.036499766,0.04164349,25,63,0.005849321,0.002336189,181,1186,0.042349088,0.043979679,0.106993642,0.128490433,0.182789997,-1.271494709,-0.1073791,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,47,TRUE,highUnequal,1.371494709,0.2073791,1.378488351,0.235869534,1.304734485,0.256052781,1.306839817,0.316372649,0.20253,0.37779,0.57302,47,54,1234,0.1,0.2,0.1,0.15,73,464463330,6.00526
123570,354,9223,25157,34380,0.36892,0.335426667,0.3438,11215,30333,3424,9517,12941,0.13696,0.126893333,0.12941,3765,11235,15000,0.1506,0.1498,0.15,1448,3755,506,1413,5240,16635,4689,12890,17579,0.18756,0.171866667,0.17579,8542,28025,12680,39019,51699,0.5072,0.520253333,0.51699,876,6050,6926,0.03504,0.080666667,0.06926,3536,22025,25561,0.14144,0.293666667,0.25561,4412,28075,155,1014,0.03513146,0.036117542,18,68,0.004079782,0.002422084,173,1082,0.039211242,0.038539626,0.083671003,0.10666201,0.162110727,-1.302130898,-0.108785678,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,51,TRUE,highUnequal,1.402130898,0.208785678,1.385801901,0.215447688,1.300966184,0.250606762,1.298462628,0.304052429,0.17579,0.37368,0.57275,51,59,1234,0.1,0.2,0.1,0.15,74,266638086,6.00506
124022,353,9011,24109,33120,0.36044,0.321453333,0.3312,10784,29023,3361,8931,12292,0.13444,0.11908,0.12292,3813,11187,15000,0.15252,0.14916,0.15,1321,3584,487,1309,5270,17454,4518,12169,16687,0.18072,0.162253333,0.16687,8943,28516,12743,38971,51714,0.50972,0.519613333,0.51714,858,5598,6456,0.03432,0.07464,0.06456,3496,21974,25470,0.13984,0.292986667,0.2547,4354,27572,150,966,0.034451079,0.035035543,22,74,0.005052825,0.002683882,172,1040,0.039503904,0.037719426,0.102183857,0.119278096,0.155298454,-1.174825175,-0.038025231,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,highUnequal,1.274825175,0.138025231,1.277009032,0.157303327,1.270787546,0.252205329,1.265160423,0.295692297,0.16687,0.38663,0.57164,50,59,132,0.1,0.2,0.1,0.15,75,592478567,6.00472
124481,359,9544,26152,35696,0.38176,0.348693333,0.35696,11672,31755,3553,9934,13487,0.14212,0.132453333,0.13487,3767,11233,15000,0.15068,0.149773333,0.15,1370,3913,509,1538,4547,14865,4973,13542,18515,0.19892,0.18056,0.18515,8779,28372,13228,40285,53513,0.52912,0.537133333,0.53513,897,6266,7163,0.03588,0.083546667,0.07163,3862,23192,27054,0.15448,0.309226667,0.27054,4759,29458,146,1095,0.030678714,0.037171566,21,64,0.004412692,0.002172585,167,1159,0.035091406,0.039344151,0.092298411,0.105840143,0.157403893,-1.328502415,-0.163247197,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,56,TRUE,highUnequal,1.428502415,0.263247197,1.420800827,0.26908734,1.256109726,0.251953577,1.253806119,0.29153522,0.18515,0.35831,0.57113,56,63,129,0.1,0.2,0.1,0.15,76,946650467,6.00538
124930,355,10536,28880,39416,0.42144,0.385066667,0.39416,13167,35696,4117,11288,15405,0.16468,0.150506667,0.15405,3688,11312,15000,0.14752,0.150826667,0.15,1548,4367,585,1678,4385,14316,5817,15708,21525,0.23268,0.20944,0.21525,7445,24981,12094,37731,49825,0.48376,0.50308,0.49825,1061,7364,8425,0.04244,0.098186667,0.08425,3447,21551,24998,0.13788,0.287346667,0.24998,4508,28915,160,1242,0.035492458,0.042953484,15,75,0.003327418,0.002593809,175,1317,0.038819876,0.045547294,0.099879663,0.134447376,0.195220859,-1.313540685,-0.110125944,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,highUnequal,1.413540685,0.210125944,1.413420348,0.24457332,1.31922821,0.237709886,1.325256758,0.314081301,0.21525,0.36543,0.57187,52,58,1234,0.1,0.2,0.1,0.15,77,229345011,6.00476
